Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
Ramona and Beezus,2.0,3.5,143429,23335273.0,2011-01-19,103.0,2.0,359.0,33.0,1.0,2011.0,ramonaandbeezus,"De
Elizabeth Allen Rosenbaum"
Legendary,,3.7,176479,,2010-10-05,107.0,,155.0,25.0,10.0,2010.0,legendary,"De
Mel Damski"
Cats And Dogs: The Revenge Of Kitty Galore,2.3,2.3,42753,41279244.0,2010-08-04,85.0,3.0,617.0,106.0,8.0,2010.0,catsanddogstherevengeofkittygalore,"De
Brad Peyton"
The Traveler,,1.4,192591,,2020-05-26,90.0,,103.0,30.0,5.0,2020.0,thetraveler,"De
Michael Oblowitz"
Hesher,,3.7,146227,,2012-01-03,106.0,,895.0,118.0,1.0,2012.0,hesher,"De
Spencer Susser"
Hatchet II,,2.0,144646,,2011-07-01,85.0,,218.0,63.0,7.0,2011.0,hatchetii,"De
Adam Green (VI)"
Dear Mr. Gacy,,3.3,143369,,2011-07-05,103.0,,95.0,22.0,7.0,2011.0,dearmrgacy,"De
Svetozar Ristovski"
When in Rome,,2.6,134125,30873000.0,2010-08-25,90.0,,755.0,65.0,8.0,2010.0,wheninrome,"De
Mark Steven Johnson"
Tinker Bell and the Great Fairy Rescue,,3.8,172498,,2010-10-20,77.0,,482.0,26.0,10.0,2010.0,tinkerbellandthegreatfairyrescue,"De
Bradley Raymond"
Camp Rock 2 : The Final Jam,,2.9,147213,,2010-09-29,97.0,,532.0,46.0,9.0,2010.0,camprock2thefinaljam,"De
Paul Hoen"
Miral,1.7,3.0,143928,37193.0,2010-09-15,112.0,17.0,243.0,59.0,9.0,2010.0,miral,"De
Julian Schnabel"
6 Guns,,1.7,183179,,2012-04-03,95.0,,41.0,11.0,4.0,2012.0,6guns,"De
Shane Van Dyke"
Country Strong,1.3,3.4,183108,19817182.0,2011-05-04,112.0,3.0,274.0,50.0,5.0,2011.0,countrystrong,"De
Shana Feste"
Free Willy : Escape from Pirate's Cove,,1.8,180351,,2010-06-23,98.0,,72.0,12.0,6.0,2010.0,freewillyescapefrompiratescove,"De
Will Geiger"
The Perfect Teacher,,2.3,191286,,2011-03-24,105.0,,105.0,17.0,3.0,2011.0,theperfectteacher,"De
Jim Donovan"
Adventures of a Teenage Dragonslayer,,1.5,186362,,2010-12-01,90.0,,45.0,10.0,12.0,2010.0,adventuresofateenagedragonslayer,"De
Andy Lauer"
Sinners & Saints,,2.6,198107,,2011-10-13,104.0,,66.0,16.0,10.0,2011.0,sinnerssaints,"De
William Kaufman"
Howl,2.7,3.1,138478,4816.0,2012-02-15,84.0,14.0,261.0,38.0,2.0,2012.0,howl,"De
Rob Epstein,
Jeffrey Friedman"
Bunraku,3.0,2.8,133984,,2011-12-01,118.0,1.0,274.0,59.0,12.0,2011.0,bunraku,"De
Guy Moshe"
Mega Piranha,,1.3,182415,,2010-11-23,92.0,,131.0,46.0,11.0,2010.0,megapiranha,"De
Eric Forsberg"
Halo Legends,,3.5,181047,,2010-02-17,118.0,,86.0,20.0,2.0,2010.0,halolegends,"De
Shinji Aramaki,
Hideki Futamura,
Toshiyuki Kanno"
Open season 3,,2.4,187460,,2011-01-05,74.0,,214.0,16.0,1.0,2011.0,openseason3,"De
Cody Cameron"
Nude Nuns With Big Guns,,1.7,189400,,2011-07-19,90.0,,106.0,28.0,7.0,2011.0,nudenunswithbigguns,"De
Joseph Guzman"
Gun,,1.5,193138,,2011-05-25,82.0,,96.0,9.0,5.0,2011.0,gun,"De
Jessy Terrero"
The Lost Future,,1.5,192932,,2012-03-07,90.0,,123.0,28.0,3.0,2012.0,thelostfuture,"De
Mikael Salomon"
Nine Dead,,1.8,182263,,2017-08-14,98.0,,338.0,100.0,8.0,2017.0,ninedead,"De
Chris Shadley"
Altitude,,1.9,176818,,2011-10-13,90.0,,198.0,54.0,10.0,2011.0,altitude,"De
Kaare Andrews"
Avalon High,,2.7,183629,,2020-03-24,95.0,,151.0,16.0,3.0,2020.0,avalonhigh,"De
Stuart Gillard"
Meteor Apocalypse,,1.4,183211,,2011-04-05,90.0,,33.0,8.0,4.0,2011.0,meteorapocalypse,"De
Micho Rutare"
Once Fallen,,1.8,140488,,2012-02-01,93.0,,43.0,5.0,2.0,2012.0,oncefallen,"De
Ash Adams"
Caught in the crossfire,,2.1,146995,,2011-02-22,85.0,,30.0,5.0,2.0,2011.0,caughtinthecrossfire,"De
Brian A. Miller"
Ca$h,,2.4,180711,,2010-09-28,103.0,,110.0,24.0,9.0,2010.0,cah,"De
Stephen Milburn Anderson"
Turbulent Skies,,1.7,190456,,2017-06-15,82.0,,27.0,9.0,6.0,2017.0,turbulentskies,"De
Fred Olen Ray"
Mysterious Island,,1.3,205454,,2012-04-17,101.0,,66.0,28.0,4.0,2012.0,mysteriousisland,"De
Mark Sheppard"
Kung Fu Panda Holiday Special,,3.4,207025,,2022-12-17,21.0,,95.0,8.0,12.0,2022.0,kungfupandaholidayspecial,"De
Tim Johnson"
Revenge of the Bridesmaids,,3.0,200990,,2011-01-05,95.0,,85.0,5.0,1.0,2011.0,revengeofthebridesmaids,"De
James Hayman"
Catch .44,,1.7,182451,,2012-04-24,94.0,,286.0,52.0,4.0,2012.0,catch44,"De
Aaron Harvey"
Sherlock Holmes,,1.7,183011,,2019-06-19,90.0,,67.0,17.0,6.0,2019.0,sherlockholmes,"De
Rachel Goldenberg"
The King of Fighters,,1.0,187558,,2011-08-02,,,119.0,40.0,8.0,2011.0,thekingoffighters,"De
Gordon Chan"
Jack Goes Boating,2.7,2.6,138727,38415.0,2010-12-29,91.0,21.0,210.0,51.0,12.0,2010.0,jackgoesboating,"De
Philip Seymour Hoffman"
The Romantics,,1.9,174721,,2018-02-02,95.0,,303.0,29.0,2.0,2018.0,theromantics,"De
Galt Niederhoffer"
New York'ta Beş Minare,,2.2,186864,,2012-04-25,98.0,,160.0,32.0,4.0,2012.0,newyorktabeşminare,"De
Mahsun Kırmızıgül"
Dinoshark,,1.3,196610,,2012-07-04,92.0,,60.0,12.0,7.0,2012.0,dinoshark,"De
Kevin O'Neill"
House Swap,,1.4,224607,,2013-12-03,87.0,,75.0,28.0,12.0,2013.0,houseswap,"De
Mark Ezra"
Street Dancing Ninja,,1.8,229693,,2014-10-07,97.0,,33.0,8.0,10.0,2014.0,streetdancingninja,"De
Mitchell Klebanoff,
Kelly Sandefur"
"Love, Wedding, Marriage",,2.6,180133,,2021-08-12,87.0,,71.0,8.0,8.0,2021.0,loveweddingmarriage,"De
Dermot Mulroney"
Icarus,,1.8,181630,,2010-06-01,88.0,,86.0,30.0,6.0,2010.0,icarus,"De
Dolph Lundgren"
5 Days of War,,2.7,170826,,2011-09-01,113.0,,155.0,31.0,9.0,2011.0,5daysofwar,"De
Renny Harlin"
Born to Raise Hell,,1.9,186120,,2010-09-07,98.0,,65.0,20.0,9.0,2010.0,borntoraisehell,"De
Lauro Chartrand"
Mega Shark vs Crocosaurus,,1.5,223015,,2011-11-16,88.0,,51.0,7.0,11.0,2011.0,megasharkvscrocosaurus,"De
Christopher Ray"
Gatos Viejos,3.4,3.2,191624,90140.0,2012-04-25,89.0,22.0,221.0,38.0,4.0,2012.0,gatosviejos,"De
Sebastián Silva,
Pedro Peirano"
Passion Play,,2.0,144630,,2012-09-11,,,81.0,19.0,9.0,2012.0,passionplay,"De
Mitch Glazer"
Holy Rollers,3.1,2.5,132642,67948.0,2011-02-16,89.0,19.0,691.0,110.0,2.0,2011.0,holyrollers,"De
Kevin Asch"
The 41 Year Old Virgin Who Knocked Up Sarah Marshall And Felt Superbad About It,,1.2,180989,,2021-01-19,82.0,,64.0,15.0,1.0,2021.0,the41yearoldvirginwhoknockedupsarahmarshallandfeltsuperbadaboutit,"De
Craig Moss"
The Virginity Hit,,1.8,184210,,2019-07-01,90.0,,50.0,9.0,7.0,2019.0,thevirginityhit,"De
Huck Botko,
Andrew Gurland"
Smokin' Aces 2: Assassins' Ball,,1.7,140438,,2010-04-27,86.0,,186.0,42.0,4.0,2010.0,smokinaces2assassinsball,"De
P.J. Pesce"
Midnight Chronicles,,1.7,147184,,2021-07-28,109.0,,26.0,12.0,7.0,2021.0,midnightchronicles,"De
Christian T. Petersen"
Stonehenge Apocalypse,,1.7,198486,,2011-02-05,89.0,,39.0,13.0,2.0,2011.0,stonehengeapocalypse,"De
Paul Ziller"
L.A. Zombie,2.0,1.3,184248,628.0,2011-12-07,103.0,9.0,36.0,9.0,12.0,2011.0,lazombie,"De
Bruce LaBruce"
First Dog,,3.5,195580,,2012-08-07,90.0,,22.0,7.0,8.0,2012.0,firstdog,"De
Bryan Michael Stoller"
My Own Love Song,2.2,2.6,134458,57928.0,2010-04-07,105.0,22.0,489.0,109.0,4.0,2010.0,myownlovesong,"De
Olivier Dahan"
Sharktopus,,1.2,185010,,2011-03-14,89.0,,111.0,20.0,3.0,2011.0,sharktopus,"De
Declan O'Brien"
Hunt to Kill,,2.3,192046,,2011-03-01,93.0,,69.0,17.0,3.0,2011.0,hunttokill,"De
Keoni Waxman"
Frankie & Alice,,3.5,135714,,2015-03-05,102.0,,86.0,12.0,3.0,2015.0,frankiealice,"De
Geoffrey Sax"
Justice League: Crisis On Two Earths,,3.6,174424,,2023-11-30,75.0,,108.0,15.0,11.0,2023.0,justiceleaguecrisisontwoearths,"De
Sam Liu,
Lauren Montgomery"
Our Family Wedding,1.7,2.4,170661,19339000.0,2011-01-05,103.0,3.0,161.0,20.0,1.0,2011.0,ourfamilywedding,"De
Rick Famuyiwa"
The Violent Kind,,1.9,194907,,2012-01-04,85.0,,222.0,74.0,1.0,2012.0,theviolentkind,"De
Mitchell Altieri,
Phil Flores"
Beneath the Blue,,2.7,189105,,2012-03-01,85.0,,20.0,5.0,3.0,2012.0,beneaththeblue,"De
Michael D. Sellers"
Hisss,,1.4,137224,,2012-09-18,98.0,,60.0,19.0,9.0,2012.0,hisss,"De
Jennifer Lynch"
House of Bones,,1.6,198507,,2020-05-04,90.0,,63.0,15.0,5.0,2020.0,houseofbones,"De
Jeffery Scott Lando"
The 7 Adventures Of Sinbad,,1.5,183216,,2012-02-08,90.0,,15.0,5.0,2.0,2012.0,the7adventuresofsinbad,"De
Adam Silver,
Ben Hayflick"
Across the Line : The Exodus of Charlie Wright,,2.2,183459,,2011-07-01,94.0,,29.0,10.0,7.0,2011.0,acrossthelinetheexodusofcharliewright,"De
R. Ellis Frazier"
The Stranger,,1.5,145379,,2010-09-23,91.0,,48.0,14.0,9.0,2010.0,thestranger,"De
Robert Lieberman"
Circle of Pain,,2.0,182760,,2010-09-22,89.0,,31.0,7.0,9.0,2010.0,circleofpain,"De
Daniel Zirilli"
Scared Shrekless,,3.6,187252,,2023-10-21,21.0,,196.0,19.0,10.0,2023.0,scaredshrekless,"De
Gary Trousdale,
Raman Hui"
Kill Katie Malone,,1.8,196447,,2011-10-04,90.0,,48.0,10.0,10.0,2011.0,killkatiemalone,"De
Carlos Ramos Jr."
Wolf Town,,1.4,198142,,2021-10-16,84.0,,22.0,5.0,10.0,2021.0,wolftown,"De
John Rebel"
Cyrus,3.1,2.1,178151,6900000.0,2010-09-15,92.0,18.0,449.0,87.0,9.0,2010.0,cyrus,"De
Jay Duplass,
Mark Duplass"
Phineas and Ferb: Across the Second Dimension,,3.6,194972,,2020-03-24,78.0,,113.0,7.0,3.0,2020.0,phineasandferbacrosstheseconddimension,"De
Dan Povenmire"
The Lazarus Papers,,1.4,186067,,2012-04-11,90.0,,25.0,9.0,4.0,2012.0,thelazaruspapers,"De
Jeremiah Hundley"
Prowl,,1.6,185088,,2012-02-07,81.0,,105.0,35.0,2.0,2012.0,prowl,"De
Patrik Syversen"
Bloodrayne: The Third Reich,,1.3,131193,,2013-02-05,86.0,,93.0,24.0,2.0,2013.0,bloodraynethethirdreich,"De
Uwe Boll"
Cold Fusion,,1.4,192601,,2011-11-09,86.0,,26.0,8.0,11.0,2011.0,coldfusion,"De
Ivan Mitov"
Abel,3.6,3.2,171730,7659.0,2011-01-12,83.0,19.0,61.0,18.0,1.0,2011.0,abel,"De
Diego Luna"
XTinction: Predator X,,1.4,196918,,2017-06-14,90.0,,28.0,7.0,6.0,2017.0,xtinctionpredatorx,"De
Amir Valinia"
The Presence,,1.7,212746,,2012-12-04,87.0,,106.0,32.0,12.0,2012.0,thepresence,"De
Tom Provost"
Road To Nowhere,3.1,2.3,172226,9492.0,2011-04-13,121.0,18.0,83.0,24.0,4.0,2011.0,roadtonowhere,"De
Monte Hellman"
Playing House,,2.2,209985,,2012-12-03,84.0,,35.0,7.0,12.0,2012.0,playinghouse,"De
Tom Vaughan (II)"
A Soldier's Love Story (TV),,3.3,180508,,2021-02-01,88.0,,49.0,7.0,2.0,2021.0,asoldierslovestorytv,"De
Harvey Frost"
2001 Maniacs: Field of Screams,,1.1,201711,,2012-01-19,84.0,,40.0,8.0,1.0,2012.0,2001maniacsfieldofscreams,"De
Tim Sullivan"
Fight or Flight,,1.5,192773,,2011-05-17,82.0,,46.0,13.0,5.0,2011.0,fightorflight,"De
George Mendeluk"
Superman/Batman : Apocalypse,,3.6,198635,,2020-10-08,78.0,,221.0,24.0,10.0,2020.0,supermanbatmanapocalypse,"De
Lauren Montgomery"
Sinners & Saints,,3.1,171044,,2011-10-13,,,13.0,7.0,10.0,2011.0,sinnerssaints,"De
William Kaufman"
Fertile Ground,,1.8,190195,,2012-03-06,95.0,,44.0,19.0,3.0,2012.0,fertileground,"De
Adam Gierasch"
Two Gates of Sleep,3.0,3.0,180621,812.0,2011-12-14,78.0,12.0,68.0,17.0,12.0,2011.0,twogatesofsleep,"De
Alistair Banks Griffin"
See You in September,,1.9,198178,,2011-06-22,87.0,,18.0,5.0,6.0,2011.0,seeyouinseptember,"De
Tamara Tunie"
Bear,,1.5,182310,,2011-07-06,90.0,,27.0,9.0,7.0,2011.0,bear,"De
John Rebel,
Roel Reiné"
Locked Down,,1.7,192191,,2012-03-01,99.0,,33.0,10.0,3.0,2012.0,lockeddown,"De
Daniel Zirilli"
Atlantis Down,,1.3,186279,,2012-01-17,95.0,,32.0,8.0,1.0,2012.0,atlantisdown,"De
Max Bartoli"
Putty Hill,3.7,2.2,179738,2651.0,2011-09-07,87.0,11.0,81.0,26.0,9.0,2011.0,puttyhill,"De
Matthew Porterfield"
Chuzhaya,,2.3,188651,254.0,2011-12-07,100.0,,44.0,10.0,12.0,2011.0,chuzhaya,"De
Anton Bormatov"
Deadly Honeymoon,,2.7,193533,,2012-07-04,89.0,,24.0,6.0,7.0,2012.0,deadlyhoneymoon,"De
Paul Shapiro"
Hypothermia,,1.2,205143,,2012-09-05,72.0,,81.0,22.0,9.0,2012.0,hypothermia,"De
James Felix McKenney"
Necrosis,,1.6,183644,,2010-07-06,5.0,,24.0,10.0,7.0,2010.0,necrosis,"Par
Robert Michael Ryan"
Titanic 2,,0.9,183107,,,90.0,,172.0,61.0,,,titanic2,"De
Shane Van Dyke"
Lying to Be Perfect,,3.3,147434,,,89.0,,190.0,21.0,,,lyingtobeperfect,"De
Gary Harvey"
Undisputed III: Redemption,,4.0,187458,,,97.0,,415.0,41.0,,,undisputediiiredemption,"De
Isaac Florentine"
Chalet Girl,,3.3,182145,,,96.0,,302.0,20.0,,,chaletgirl,"De
Phil Traill"
Sundays at Tiffany's,,3.7,205649,,,88.0,,82.0,6.0,,,sundaysattiffanys,"De
Mark Piznarski"
Bloomington,,3.6,186396,,,83.0,,116.0,11.0,,,bloomington,"De
Fernanda Cardoso"
The Rig,,1.8,198069,,,94.0,,24.0,8.0,,,therig,"De
Peter Atencio"
2010: Moby Dick,,1.6,211160,,,87.0,,24.0,5.0,,,2010mobydick,"De
Trey Stokes"
Inhale,,3.3,177893,,2011-05-03,100.0,,178.0,43.0,5.0,2011.0,inhale,"De
Baltasar Kormákur"
The Client List,,3.0,201349,,,115.0,,134.0,13.0,,,theclientlist,"De
Eric Laneuville"
Why Did I Get Married Too?,,3.5,193230,,,116.0,,72.0,8.0,,,whydidigetmarriedtoo,"De
Tyler Perry"
Peacock,,3.1,134216,,,90.0,,144.0,25.0,,,peacock,"De
Michael Lander"
Group Sex,,2.2,133992,,,88.0,,107.0,17.0,,,groupsex,"De
Lawrence Trilling"
The Cutting Edge: Fire & Ice,,3.7,186490,,,90.0,,64.0,5.0,,,thecuttingedgefireice,"De
Stephen Herek"
Letters to God,,3.3,203993,2020830.0,,110.0,,33.0,9.0,,,letterstogod,"De
David Nixon,
Patrick Doughtie"
MacGruber,,2.7,170659,7216320.0,,90.0,,228.0,44.0,,,macgruber,"De
Jorma Taccone"
Bereavement,,2.5,190208,,,103.0,,52.0,13.0,,,bereavement,"De
Stevan Mena"
The River Why,,2.6,137701,,,101.0,,63.0,8.0,,,theriverwhy,"De
Matthew Leutwyler"
Birdemic: Shock and Terror,,1.2,178871,,,105.0,,127.0,39.0,,,birdemicshockandterror,"De
James Nguyen"
Shanghai,,3.4,132964,,,,,20.0,6.0,,,shanghai,"De
Mikael Hafstrom"
Triassic Attack,,1.4,206178,,,87.0,,68.0,14.0,,,triassicattack,"De
Colin Ferguson"
Pregnancy Pact (TV),,2.5,185262,,,87.0,,134.0,10.0,,,pregnancypacttv,"De
Rosemary Rodriguez"
Batman XXX: A Porn Parody,,2.9,188232,,,,,31.0,5.0,,,batmanxxxapornparody,"De
Axel Braun"
Beatdown,,2.4,187999,,,90.0,,43.0,7.0,,,beatdown,"De
Mike Gunther"
Elektra Luxx,,1.9,141705,,,100.0,,62.0,7.0,,,elektraluxx,"De
Sebastian Gutierrez"
Planet Hulk,,3.4,175726,,,81.0,,115.0,19.0,,,planethulk,"De
Sam Liu"
Virginia,,2.8,205738,,,116.0,,38.0,8.0,,,virginia,"De
Dustin Lance Black"
Freshman Father,,3.6,185166,,,105.0,,53.0,5.0,,,freshmanfather,"De
Michael M. Scott"
Lake Placid 3 (TV),,1.5,187885,,,93.0,,77.0,20.0,,,lakeplacid3tv,"De
Griff Furst"
Love Ranch,,2.8,131770,,,117.0,,41.0,11.0,,,loveranch,"De
Taylor Hackford"
Wrong Side of Town,,1.5,217392,,,88.0,,40.0,8.0,,,wrongsideoftown,"De
David DeFalco"
Amish Grace,,3.6,187329,,,88.0,,38.0,6.0,,,amishgrace,"De
Gregg Champion"
Red White & Blue,,3.3,187632,,,103.0,,25.0,7.0,,,redwhiteblue,"De
Simon Rumley"
Beauty & the Briefcase,,3.0,179275,,,86.0,,193.0,16.0,,,beautythebriefcase,"De
Gil Junger"
Brotherhood,,2.2,183534,,,76.0,,74.0,20.0,,,brotherhood,"De
Will Canon"
Kill Speed,,1.6,183967,,,108.0,,52.0,12.0,,,killspeed,"De
Kim Bass"
Father of Invention,,1.7,145485,,,97.0,,104.0,12.0,,,fatherofinvention,"De
Trent Cooper"
Cherry,,3.2,194700,,,99.0,,8.0,7.0,,,cherry,"De
Jeffrey Fine"
Please Give,,2.6,145195,3445000.0,,86.0,,45.0,8.0,,,pleasegive,"De
Nicole Holofcener"
Meteor Storm,,2.1,184988,,,90.0,,34.0,7.0,,,meteorstorm,"De
Tibor Takacs"
The Perfect Host,,3.5,177732,,,,,54.0,15.0,,,theperfecthost,"De
Nick Tomnay"
Terror Trap,,1.1,192772,,,86.0,,47.0,17.0,,,terrortrap,"De
Dan Garcia"
Bloodworth,,3.0,188804,,,105.0,,26.0,6.0,,,bloodworth,"De
Shane Dax Taylor"
Deadly Impact,,2.3,183045,,,96.0,,44.0,11.0,,,deadlyimpact,"De
Robert Kurtzman"
An Invisible Sign,,2.7,136345,,,120.0,,41.0,6.0,,,aninvisiblesign,"De
Marilyn Agrelo"
The Grace Card,,3.8,188413,1697615.0,,89.0,,11.0,6.0,,,thegracecard,"De
David G. Evans"
Cross,,1.5,186069,,,101.0,,27.0,9.0,,,cross,"De
Patrick Durham"
Airline Disaster,,1.6,183111,,,89.0,,33.0,10.0,,,airlinedisaster,"De
John Willis III"
Happythankyoumoreplease,,3.8,176284,,,100.0,,93.0,10.0,,,happythankyoumoreplease,"De
Josh Radnor"
Wild Things: Foursome,,1.8,183914,,,92.0,,35.0,8.0,,,wildthingsfoursome,"De
Andy Hurst"
Waiting for Forever,,3.3,139384,,,94.0,,104.0,8.0,,,waitingforforever,"De
James Keach"
Supreme Champion,,1.5,203294,,,84.0,,14.0,5.0,,,supremechampion,"De
Ted Fox,
Richard Styles"
Operation Endgame,,1.8,138400,,,87.0,,113.0,29.0,,,operationendgame,"De
Fouad Mikati"
The Bannen Way,,2.3,186491,,,93.0,,56.0,15.0,,,thebannenway,"De
Jesse Warren"
Monsterwolf,,1.8,196451,,,86.0,,16.0,5.0,,,monsterwolf,"De
Todor Chapkanov"
Meet Monica Velour,,2.9,140004,,,96.0,,20.0,5.0,,,meetmonicavelour,"De
Keith Bearden"
The Lost Tribe,,1.3,181651,,,90.0,,52.0,20.0,,,thelosttribe,"De
Roel Reiné"
Dark Relic (TV),,2.1,194853,,,88.0,,20.0,5.0,,,darkrelictv,"De
Lorenzo Sena"
Dinocroc vs. Supergator,,1.5,195040,,,90.0,,42.0,13.0,,,dinocrocvssupergator,"De
Jim Wynorski"
"The Butcher, the Chef, and the Swordsman",,2.6,190519,,,89.0,,5.0,5.0,,,thebutcherthechefandtheswordsman,"De
 Wuershan"
Enemies Among Us,,1.3,183960,,,90.0,,20.0,7.0,,,enemiesamongus,"De
Dan Garcia"
Beneath the Dark,,2.2,197426,,,97.0,,47.0,15.0,,,beneaththedark,"De
Chad Feehan"
Mongolian Death Worm (TV),,2.0,200770,,,90.0,,16.0,6.0,,,mongoliandeathwormtv,"De
Steven R. Monroe"
Venus & Vegas,,1.6,196812,,,91.0,,35.0,8.0,,,venusvegas,"De
Demian Lichtenstein"
Secrets in the Walls,,2.5,186640,,,110.0,,52.0,10.0,,,secretsinthewalls,"De
Christopher Leitch"
Limitless,3.0,3.8,135564,78069212.0,2011-06-08,105.0,21.0,24387.0,1381.0,6.0,2011.0,limitless,"De
Neil Burger"
The Girl With The Dragon Tattoo,3.8,4.0,178974,98185403.0,2012-01-18,158.0,26.0,19573.0,1265.0,1.0,2012.0,thegirlwiththedragontattoo,"De
David Fincher"
Contagion,3.2,2.9,178091,74106000.0,2011-11-09,106.0,30.0,15404.0,1230.0,11.0,2011.0,contagion,"De
Steven Soderbergh"
In Time,2.7,3.5,180314,36405892.0,2011-11-23,101.0,25.0,28410.0,1647.0,11.0,2011.0,intime,"De
Andrew Niccol"
Friends With Benefits,2.6,3.3,184152,54712145.0,2011-09-07,109.0,11.0,7752.0,548.0,9.0,2011.0,friendswithbenefits,"De
Will Gluck"
Hanna,2.8,3.2,175478,38604260.0,2011-07-06,117.0,12.0,3163.0,436.0,7.0,2011.0,hanna,"De
Joe Wright"
Harry Potter and the Deathly Hallows - Part 2,3.8,4.2,134925,379750747.0,2011-07-13,130.0,19.0,55387.0,3290.0,7.0,2011.0,harrypotterandthedeathlyhallowspart2,"De
David Yates"
The Three Musketeers,2.3,2.2,172168,19896000.0,2011-10-12,110.0,11.0,4643.0,676.0,10.0,2011.0,thethreemusketeers,"De
Paul W.S. Anderson"
Drive,4.4,4.1,135082,33164449.0,2011-10-05,100.0,27.0,52650.0,4693.0,10.0,2011.0,drive,"De
Nicolas Winding Refn"
Real Steel,2.8,3.7,172808,82547000.0,2011-10-19,127.0,22.0,19166.0,1166.0,10.0,2011.0,realsteel,"De
Shawn Levy"
The Help,2.6,4.3,176673,168739000.0,2011-10-26,146.0,20.0,19045.0,901.0,10.0,2011.0,thehelp,"De
Tate Taylor"
The Ides of March,3.3,3.5,131737,40178000.0,2011-10-26,95.0,23.0,6172.0,654.0,10.0,2011.0,theidesofmarch,"De
George Clooney"
"Crazy, Stupid, Love",3.1,3.8,180157,82071000.0,2011-09-14,118.0,20.0,17510.0,968.0,9.0,2011.0,crazystupidlove,"De
John Requa,
Glenn Ficarra"
Green Lantern,2.0,2.2,132150,115037144.0,2011-08-10,114.0,20.0,20938.0,1189.0,8.0,2011.0,greenlantern,"De
Martin Campbell"
No Strings Attached,2.3,2.7,185929,68760038.0,2011-02-16,105.0,16.0,8670.0,753.0,2.0,2011.0,nostringsattached,"De
Ivan Reitman"
Detachment,2.8,4.0,193427,215980.0,2012-02-01,97.0,25.0,3886.0,509.0,2.0,2012.0,detachment,"De
Tony Kaye"
Rise of the Planet of the Apes,3.3,4.1,181716,174937803.0,2011-08-05,110.0,20.0,46827.0,2936.0,8.0,2011.0,riseoftheplanetoftheapes,"De
Rupert Wyatt"
Puss in Boots,3.1,3.4,123532,146597215.0,2011-11-30,90.0,20.0,9380.0,807.0,11.0,2011.0,pussinboots,"De
Chris Miller (LX)"
Hugo,4.1,3.7,136181,72993753.0,2011-12-14,128.0,31.0,17985.0,1197.0,12.0,2011.0,hugo,"De
Martin Scorsese"
Arthur Christmas,3.1,3.5,146132,45820235.0,2011-11-23,98.0,7.0,995.0,118.0,11.0,2011.0,arthurchristmas,"De
Barry Cook,
Sarah Smith"
The Descendants,3.7,3.6,171157,81454624.0,2012-01-25,110.0,29.0,6409.0,730.0,1.0,2012.0,thedescendants,"De
Alexander Payne"
Moneyball,4.0,3.9,140005,74182000.0,2011-11-16,133.0,22.0,7394.0,463.0,11.0,2011.0,moneyball,"De
Bennett Miller"
Midnight In Paris,4.2,3.7,178300,55978000.0,2011-05-11,94.0,20.0,17202.0,1475.0,5.0,2011.0,midnightinparis,"De
Woody Allen"
Mission: Impossible - Ghost Protocol,3.9,3.8,147454,206514768.0,2011-12-14,133.0,26.0,26623.0,1549.0,12.0,2011.0,missionimpossibleghostprotocol,"De
Brad Bird"
The Mechanic,2.5,2.9,134108,28089000.0,2006-08-01,92.0,14.0,3087.0,410.0,8.0,2006.0,themechanic,"De
Simon West"
Rio,3.4,3.9,146550,141282076.0,2011-04-13,90.0,19.0,8150.0,810.0,4.0,2011.0,rio,"De
Carlos Saldanha"
Serbuan Maut,3.7,3.8,196589,3494568.0,2012-06-20,101.0,20.0,6397.0,834.0,6.0,2012.0,serbuanmaut,"De
Gareth Evans"
Captain America: The First Avenger,3.3,3.5,136557,175805853.0,2011-08-17,124.0,22.0,36825.0,1683.0,8.0,2011.0,captainamericathefirstavenger,"De
Joe Johnston"
Source Code,3.3,3.8,175053,54158000.0,2011-04-20,93.0,27.0,20446.0,1483.0,4.0,2011.0,sourcecode,"De
Duncan Jones"
The Adventures of Tintin: Secret of the Unicorn,3.5,3.7,49757,72321006.0,2011-10-26,107.0,30.0,31115.0,2634.0,10.0,2011.0,theadventuresoftintinsecretoftheunicorn,"De
Steven Spielberg"
Haywire,2.8,2.1,172392,17847671.0,2012-07-11,93.0,24.0,2285.0,390.0,7.0,2012.0,haywire,"De
Steven Soderbergh"
Fast Five,3.3,3.6,178061,208309000.0,2011-05-04,130.0,13.0,23064.0,1574.0,5.0,2011.0,fastfive,"De
Justin Lin"
The Tree of Life,3.5,2.8,132244,11685371.0,2011-05-17,138.0,23.0,14225.0,2010.0,5.0,2011.0,thetreeoflife,"De
Terrence Malick"
Margin Call,4.0,3.8,181773,4695000.0,2012-05-02,107.0,25.0,5310.0,578.0,5.0,2012.0,margincall,"De
J.C. Chandor"
Warrior,3.6,4.3,138673,13437000.0,2011-09-14,140.0,20.0,9890.0,938.0,9.0,2011.0,warrior,"De
Gavin O'Connor"
Ironclad,,2.7,142523,109685.0,2011-07-20,121.0,,1444.0,289.0,7.0,2011.0,ironclad,"De
Jonathan English"
The Lincoln Lawyer,3.3,3.9,185082,57365000.0,2011-05-25,118.0,19.0,5677.0,601.0,5.0,2011.0,thelincolnlawyer,"De
Brad Furman"
